message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score,processed_text,sentiment_scores,sentiment_compound,sentiment_label
MSG-1423,I ordered a CloudCam 360 in Lavender Purple but received it in the wrong color.,complaint,negative,medium,0.851,social_media,de,15,35.5,True,1.0,I order a cloudcam 360 in lavender purple but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1424,Your SmartHome Hub team was incredibly helpful with my FitBand Ultra setup.,feedback_positive,positive,low,0.878,in_app,en,12,70.0,True,5.0,your smarthome hub team be incredibly helpful with my fitband ultra setup,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4754}",0.4754,Positive
MSG-1425,Please refund the $351.00 charged for FitBand Ultra order #47261.,request,neutral,medium,0.821,email,fr,10,66.9,True,4.0,please refund the 35100 charge for fitband ultra order 47261,"{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.128,Positive
MSG-1426,Can you tell me if the AirBuds Max is compatible with PhotoCloud?,inquiry,neutral,low,0.982,email,es,12,47.3,False,,can you tell I if the airbuds max be compatible with photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1427,Great customer support experience regarding my HomeHub Speaker. Issue resolved in 52 minutes.,feedback_positive,positive,low,0.977,email,de,13,27.5,True,5.0,great customer support experience regard my homehub speaker issue resolve in 52 minute,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8176}",0.8176,Positive
MSG-1428,The FitBand Ultra exceeded my expectations. Great value for $887.00.,feedback_positive,positive,low,0.895,phone,en,10,68.7,True,5.0,the fitband ultra exceed my expectation great value for 88700,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1429,I've contacted support 58 times about my LaptopAir M3 issue with no resolution.,complaint,negative,medium,0.858,email,es,13,35.3,False,,I ve contact support 58 time about my laptopair m3 issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1430,Please send me a replacement DroneFlyer Mini in Sunset Orange.,request,neutral,medium,0.89,live_chat,fr,10,6.8,True,5.0,please send I a replacement droneflyer mini in sunset orange,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1431,How long does shipping take for the Portable Monitor to Mumbai?,inquiry,neutral,medium,0.741,phone,fr,11,57.7,True,4.0,how long do shipping take for the portable monitor to mumbai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1432,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.859,email,en,10,36.8,False,,do you offer a student discount on robot vacuum x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1433,I ordered a VR Headset Plus in Space Gray but received it in the wrong color.,complaint,negative,high,0.92,email,en,16,33.4,True,3.0,I order a vr headset plus in space gray but receive it in the wrong color,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1434,Your TabletX 12 broke after just 38 days of use. Totally unacceptable.,complaint,negative,medium,0.812,in_app,en,12,66.1,True,2.0,your tabletx 12 break after just 38 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1435,What's the return policy for E-Reader Glow purchased 56 days ago?,inquiry,neutral,low,0.827,email,en,11,1.1,False,,what s the return policy for ereader glow purchase 56 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1436,Delete my account and all associated GamePass Pro data.,request,neutral,medium,0.744,phone,en,9,9.8,True,3.0,delete my account and all associate gamepass pro datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1437,The Robot Vacuum X I received is completely different from what was advertised.,complaint,negative,high,0.772,phone,de,13,21.7,False,,the robot vacuum x I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1438,What's the warranty period for the TabletX 12?,inquiry,neutral,medium,0.952,phone,en,8,42.2,True,4.0,what s the warranty period for the tabletx 12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1439,The SmartWatch Pro overheats when running FitTrack AI for more than 7 minutes.,technical_issue,negative,high,0.917,in_app,pt,13,71.9,True,3.0,the smartwatch pro overheat when run fittrack ai for more than 7 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1440,I need an invoice for my SmartLock V2 purchase of $709.00.,request,neutral,medium,0.725,email,de,11,41.5,True,4.0,I need an invoice for my smartlock v2 purchase of 70900,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1441,I need an invoice for my AirBuds Max purchase of $370.00.,request,neutral,medium,0.916,live_chat,en,11,33.8,False,,I need an invoice for my airbuds max purchase of 37000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1442,How do I track my FitBand Ultra order placed 59 days ago?,inquiry,neutral,medium,0.945,phone,fr,12,48.5,True,5.0,how do I track my fitband ultra order place 59 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1443,Is FitBand Ultra eligible for the current promotion?,inquiry,neutral,low,0.853,live_chat,pt,8,57.2,False,,be fitband ultra eligible for the current promotion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1444,Switched to your FitBand Ultra from a competitor and couldn't be happier.,feedback_positive,positive,low,0.944,live_chat,en,12,64.4,True,4.0,switch to your fitband ultra from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1445,Your TechCare Plus has been down for 15 hours and I can't access my account.,complaint,negative,medium,0.932,social_media,es,15,55.4,True,2.0,your techcare plus have be down for 15 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1446,GPS accuracy on my VR Headset Plus is off by 60 meters.,technical_issue,negative,high,0.885,email,pt,12,61.8,True,3.0,gps accuracy on my vr headset plus be off by 60 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1447,My AirBuds Max stopped working after the latest StreamMax update.,complaint,negative,high,0.926,social_media,ar,10,35.9,True,2.0,my airbuds max stop work after the late streammax update,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1448,Fastest delivery ever! Got my Robot Vacuum X in just 55 days.,feedback_positive,positive,low,0.812,live_chat,ar,12,36.4,True,4.0,fast delivery ever get my robot vacuum x in just 55 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1449,Fastest delivery ever! Got my E-Reader Glow in just 41 days.,feedback_positive,positive,low,0.757,phone,en,11,30.9,True,5.0,fast delivery ever get my ereader glow in just 41 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1450,Transfer my FitTrack AI subscription to a different email address.,request,neutral,medium,0.805,email,es,10,70.7,True,5.0,transfer my fittrack ai subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1451,The quality of Smart Thermostat has gone downhill. Very disappointed.,complaint,negative,high,0.833,in_app,en,10,63.8,True,2.0,the quality of smart thermostat have go downhill very disappointed,"{'neg': 0.241, 'neu': 0.568, 'pos': 0.192, 'compound': -0.1761}",-0.1761,Negative
MSG-1452,Absolutely love my new Robot Vacuum X! Best purchase I've made in 40 months.,feedback_positive,positive,low,0.889,live_chat,de,14,44.5,True,5.0,absolutely love my new robot vacuum x good purchase I ve make in 40 month,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.8746}",0.8746,Positive
MSG-1453,Your DataVault app makes managing my Smart Thermostat so easy.,feedback_positive,positive,low,0.988,live_chat,de,10,20.5,True,4.0,your datavault app make manage my smart thermostat so easy,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7089}",0.7089,Positive
MSG-1454,The CloudCam 360 microphone doesn't work during MusicStream calls.,technical_issue,negative,high,0.79,in_app,pt,9,59.9,True,3.0,the cloudcam 360 microphone do not work during musicstream call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1455,The E-Reader Glow app crashes every time I open CloudSync.,technical_issue,negative,high,0.841,email,en,10,41.3,True,3.0,the ereader glow app crash every time I open cloudsync,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1456,Switched to your Smart Thermostat from a competitor and couldn't be happier.,feedback_positive,positive,low,0.797,social_media,en,12,56.5,True,5.0,switch to your smart thermostat from a competitor and could not be happy,"{'neg': 0.192, 'neu': 0.622, 'pos': 0.187, 'compound': -0.0196}",-0.0196,Neutral
MSG-1457,Transfer my DataVault subscription to a different email address.,request,neutral,high,0.76,phone,en,9,30.7,False,,transfer my datavault subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1458,Your SmartWatch Pro broke after just 31 days of use. Totally unacceptable.,complaint,negative,medium,0.879,in_app,fr,12,37.4,False,,your smartwatch pro break after just 31 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1459,Great customer support experience regarding my LaptopAir M3. Issue resolved in 45 minutes.,feedback_positive,positive,low,0.754,live_chat,de,13,51.2,True,5.0,great customer support experience regard my laptopair m3 issue resolve in 45 minute,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8176}",0.8176,Positive
MSG-1460,The AirBuds Max microphone doesn't work during DataVault calls.,technical_issue,negative,high,0.95,email,pt,9,8.0,True,3.0,the airbuds max microphone do not work during datavault call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1461,Absolutely love my new SmartLock V2! Best purchase I've made in 24 months.,feedback_positive,positive,low,0.934,phone,en,13,10.3,True,5.0,absolutely love my new smartlock v2 good purchase I ve make in 24 month,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8746}",0.8746,Positive
MSG-1462,I've contacted support 12 times about my Portable Monitor issue with no resolution.,complaint,negative,high,0.738,in_app,es,13,3.3,False,,I ve contact support 12 time about my portable monitor issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1463,My DroneFlyer Mini battery drains in 51 hours even in standby mode.,technical_issue,negative,high,0.892,live_chat,de,12,54.9,False,,my droneflyer mini battery drain in 51 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1464,What payment methods do you accept for AirBuds Max?,inquiry,neutral,medium,0.979,in_app,en,9,64.1,True,3.0,what payment method do you accept for airbuds max,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1465,Can you tell me if the DroneFlyer Mini is compatible with SmartHome Hub?,inquiry,neutral,low,0.876,in_app,de,13,3.9,True,5.0,can you tell I if the droneflyer mini be compatible with smarthome hub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1466,I'm getting error code E42150 when trying to use AirBuds Max.,technical_issue,negative,critical,0.743,in_app,ar,11,38.5,True,3.0,I m get error code e42150 when try to use airbuds max,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
MSG-1467,I'm getting error code E13153 when trying to use LaptopAir M3.,technical_issue,negative,critical,0.789,social_media,fr,11,8.3,True,3.0,I m get error code e13153 when try to use laptopair m3,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
MSG-1468,Do you offer a student discount on HomeHub Speaker?,inquiry,neutral,medium,0.886,live_chat,en,9,23.5,True,3.0,do you offer a student discount on homehub speaker,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1469,Your FitTrack AI app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.775,email,en,11,54.2,True,5.0,your fittrack ai app make manage my airbuds max so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1470,Transfer my MusicStream subscription to a different email address.,request,neutral,high,0.738,in_app,fr,9,2.2,True,3.0,transfer my musicstream subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1471,The new DroneFlyer Mini update is fantastic. Love the improvements.,feedback_positive,positive,low,0.743,phone,ar,10,45.8,True,5.0,the new droneflyer mini update be fantastic love the improvement,"{'neg': 0.0, 'neu': 0.409, 'pos': 0.591, 'compound': 0.8779}",0.8779,Positive
MSG-1472,What payment methods do you accept for SmartLock V2?,inquiry,neutral,medium,0.939,email,en,9,69.2,True,4.0,what payment method do you accept for smartlock v2,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1473,I've been waiting 39 days for my Portable Monitor and it still hasn't arrived.,complaint,negative,high,0.947,live_chat,pt,14,20.3,True,3.0,I ve be wait 39 day for my portable monitor and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1474,The CloudCam 360 app crashes every time I open TechCare Plus.,technical_issue,negative,high,0.885,phone,en,11,68.9,True,2.0,the cloudcam 360 app crash every time I open techcare plus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1475,Been a loyal customer for 22 years. CloudCam 360 quality never disappoints.,feedback_positive,positive,low,0.895,email,en,12,0.2,True,5.0,be a loyal customer for 22 year cloudcam 360 quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1476,I've been waiting 36 days for my VR Headset Plus and it still hasn't arrived.,complaint,negative,high,0.865,email,en,15,64.3,False,,I ve be wait 36 day for my vr headset plus and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1477,Your SecureNet VPN has been down for 23 hours and I can't access my account.,complaint,negative,high,0.973,phone,es,15,32.1,True,1.0,your securenet vpn have be down for 23 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1478,Fastest delivery ever! Got my FitBand Ultra in just 41 days.,feedback_positive,positive,low,0.796,social_media,en,11,65.1,True,5.0,fast delivery ever get my fitband ultra in just 41 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1479,The Robot Vacuum X I received is completely different from what was advertised.,complaint,negative,medium,0.772,live_chat,de,13,53.2,True,1.0,the robot vacuum x I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1480,Can't connect my E-Reader Glow to WiFi after the latest firmware update.,technical_issue,negative,critical,0.949,social_media,en,12,1.8,True,3.0,can not connect my ereader glow to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1481,I'd like to cancel my CloudSync subscription effective immediately.,request,neutral,medium,0.854,in_app,ar,9,37.3,True,4.0,I d like to cancel my cloudsync subscription effective immediately,"{'neg': 0.147, 'neu': 0.441, 'pos': 0.412, 'compound': 0.5574}",0.5574,Positive
MSG-1482,I've contacted support 29 times about my Portable Monitor issue with no resolution.,complaint,negative,high,0.958,social_media,en,13,58.2,True,3.0,I ve contact support 29 time about my portable monitor issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1483,The FitBand Ultra I received is completely different from what was advertised.,complaint,negative,medium,0.88,phone,en,12,45.1,True,2.0,the fitband ultra I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1484,What's the return policy for LaptopAir M3 purchased 54 days ago?,inquiry,neutral,low,0.887,email,pt,11,55.0,False,,what s the return policy for laptopair m3 purchase 54 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1485,The AirBuds Max app crashes every time I open CloudSync.,technical_issue,negative,high,0.801,phone,en,10,45.1,True,1.0,the airbuds max app crash every time I open cloudsync,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1486,My SmartWatch Pro stopped working after the latest SmartHome Hub update.,complaint,negative,high,0.723,in_app,pt,11,27.7,False,,my smartwatch pro stop work after the late smarthome hub update,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1487,GPS accuracy on my AirBuds Max is off by 30 meters.,technical_issue,negative,high,0.723,email,en,11,51.4,True,3.0,gps accuracy on my airbuds max be off by 30 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1488,How do I track my CloudCam 360 order placed 31 days ago?,inquiry,neutral,low,0.935,live_chat,en,12,4.4,True,5.0,how do I track my cloudcam 360 order place 31 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1489,GamePass Pro integration with CloudCam 360 stopped working yesterday.,technical_issue,negative,high,0.799,in_app,es,9,69.9,True,1.0,gamepass pro integration with cloudcam 360 stop work yesterday,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1490,How do I track my Robot Vacuum X order placed 28 days ago?,inquiry,neutral,low,0.812,live_chat,en,13,48.1,False,,how do I track my robot vacuum x order place 28 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1491,GamePass Pro integration with Robot Vacuum X stopped working yesterday.,technical_issue,negative,high,0.843,live_chat,en,10,56.8,True,3.0,gamepass pro integration with robot vacuum x stop work yesterday,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1492,Can you tell me if the VR Headset Plus is compatible with DataVault?,inquiry,neutral,medium,0.775,social_media,fr,13,13.3,True,4.0,can you tell I if the vr headset plus be compatible with datavault,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1493,Your PowerBank Titan broke after just 8 days of use. Totally unacceptable.,complaint,negative,high,0.732,in_app,es,12,2.2,True,2.0,your powerbank titan break after just 8 day of use totally unacceptable,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1494,Is the Portable Monitor available in Ocean Blue?,inquiry,neutral,low,0.768,live_chat,en,8,18.9,True,3.0,be the portable monitor available in ocean blue,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1495,Can I upgrade my TechCare Plus plan to include VR Headset Plus?,inquiry,neutral,low,0.898,social_media,es,12,67.8,False,,can I upgrade my techcare plus plan to include vr headset plus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1496,Your HomeHub Speaker broke after just 13 days of use. Totally unacceptable.,complaint,negative,medium,0.984,in_app,fr,12,17.7,True,3.0,your homehub speaker break after just 13 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1497,The Space Gray screen on my Robot Vacuum X keeps flickering randomly.,technical_issue,negative,high,0.95,social_media,en,12,69.7,False,,the space gray screen on my robot vacuum x keep flicker randomly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1498,What's the return policy for Smart Thermostat purchased 5 days ago?,inquiry,neutral,low,0.855,in_app,es,11,33.5,True,4.0,what s the return policy for smart thermostat purchase 5 day ago,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,Positive
MSG-1499,Bluetooth pairing fails between E-Reader Glow and my other devices.,technical_issue,negative,critical,0.779,email,en,10,14.7,True,3.0,bluetooth pair fail between ereader glow and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1500,Do you offer a student discount on TabletX 12?,inquiry,neutral,low,0.923,email,en,9,21.3,True,4.0,do you offer a student discount on tabletx 12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1501,I'm getting error code E71282 when trying to use LaptopAir M3.,technical_issue,negative,high,0.937,phone,es,11,22.9,False,,I m get error code e71282 when try to use laptopair m3,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
MSG-1502,I was charged $92.00 twice for the same LaptopAir M3. Fix this immediately.,complaint,negative,medium,0.868,in_app,de,13,5.7,True,2.0,I be charge 9200 twice for the same laptopair m3 fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1503,Your AirBuds Max broke after just 35 days of use. Totally unacceptable.,complaint,negative,high,0.802,social_media,en,12,58.7,True,2.0,your airbuds max break after just 35 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1504,Can't connect my Robot Vacuum X to WiFi after the latest firmware update.,technical_issue,negative,high,0.942,phone,fr,13,54.6,True,3.0,can not connect my robot vacuum x to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1505,Can't connect my Robot Vacuum X to WiFi after the latest firmware update.,technical_issue,negative,high,0.932,in_app,pt,13,54.6,False,,can not connect my robot vacuum x to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1506,Your DataVault team was incredibly helpful with my PowerBank Titan setup.,feedback_positive,positive,low,0.728,phone,de,11,10.1,True,5.0,your datavault team be incredibly helpful with my powerbank titan setup,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754,Positive
MSG-1507,Absolutely love my new LaptopAir M3! Best purchase I've made in 15 months.,feedback_positive,positive,low,0.808,in_app,en,13,1.8,True,4.0,absolutely love my new laptopair m3 good purchase I ve make in 15 month,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8746}",0.8746,Positive
MSG-1508,How long does shipping take for the PowerBank Titan to Riyadh?,inquiry,neutral,medium,0.737,live_chat,fr,11,27.9,False,,how long do shipping take for the powerbank titan to riyadh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1509,Your PhotoCloud has been down for 6 hours and I can't access my account.,complaint,negative,high,0.943,live_chat,en,14,43.5,True,2.0,your photocloud have be down for 6 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1510,What's the return policy for Portable Monitor purchased 14 days ago?,inquiry,neutral,low,0.736,email,ar,11,37.4,True,4.0,what s the return policy for portable monitor purchase 14 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1511,Delete my account and all associated TechCare Plus data.,request,neutral,high,0.955,live_chat,en,9,22.4,False,,delete my account and all associate techcare plus datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1512,Is DroneFlyer Mini eligible for the current promotion?,inquiry,neutral,low,0.84,email,en,8,59.4,True,4.0,be droneflyer mini eligible for the current promotion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1513,Bluetooth pairing fails between LaptopAir M3 and my other devices.,technical_issue,negative,critical,0.909,phone,es,10,51.3,True,3.0,bluetooth pair fail between laptopair m3 and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1514,Can't connect my TabletX 12 to WiFi after the latest firmware update.,technical_issue,negative,high,0.746,live_chat,pt,12,50.3,True,2.0,can not connect my tabletx 12 to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1515,Do you offer a student discount on Portable Monitor?,inquiry,neutral,medium,0.753,phone,de,9,26.6,True,4.0,do you offer a student discount on portable monitor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1516,I need an invoice for my HomeHub Speaker purchase of $60.00.,request,neutral,medium,0.813,phone,fr,11,28.8,True,5.0,I need an invoice for my homehub speaker purchase of 6000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1517,I've been waiting 21 days for my CloudCam 360 and it still hasn't arrived.,complaint,negative,medium,0.868,email,en,14,17.5,False,,I ve be wait 21 day for my cloudcam 360 and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1518,What's the warranty period for the Robot Vacuum X?,inquiry,neutral,low,0.754,live_chat,en,9,53.4,True,3.0,what s the warranty period for the robot vacuum x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1519,I've contacted support 12 times about my HomeHub Speaker issue with no resolution.,complaint,negative,high,0.908,live_chat,ar,13,60.2,True,3.0,I ve contact support 12 time about my homehub speaker issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1520,Been a loyal customer for 4 years. SmartWatch Pro quality never disappoints.,feedback_positive,positive,low,0.774,social_media,en,12,1.3,True,4.0,be a loyal customer for 4 year smartwatch pro quality never disappoint,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6467}",0.6467,Positive
MSG-1521,Your DataVault has been down for 15 hours and I can't access my account.,complaint,negative,high,0.832,live_chat,en,14,7.8,True,2.0,your datavault have be down for 15 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
