message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score
MSG-1434,Your TabletX 12 broke after just 38 days of use. Totally unacceptable.,complaint,negative,medium,0.812,in_app,en,12,66.1,True,2
MSG-1435,What's the return policy for E-Reader Glow purchased 56 days ago?,inquiry,neutral,low,0.827,email,en,11,1.1,False,
MSG-1436,Delete my account and all associated GamePass Pro data.,request,neutral,medium,0.744,phone,en,9,9.8,True,3
MSG-1437,The Robot Vacuum X I received is completely different from what was advertised.,complaint,negative,high,0.772,phone,de,13,21.7,False,
MSG-1438,What's the warranty period for the TabletX 12?,inquiry,neutral,medium,0.952,phone,en,8,42.2,True,4
MSG-1439,The SmartWatch Pro overheats when running FitTrack AI for more than 7 minutes.,technical_issue,negative,high,0.917,in_app,pt,13,71.9,True,3
MSG-1440,I need an invoice for my SmartLock V2 purchase of $709.00.,request,neutral,medium,0.725,email,de,11,41.5,True,4
MSG-1441,I need an invoice for my AirBuds Max purchase of $370.00.,request,neutral,medium,0.916,live_chat,en,11,33.8,False,
MSG-1442,How do I track my FitBand Ultra order placed 59 days ago?,inquiry,neutral,medium,0.945,phone,fr,12,48.5,True,5
MSG-1443,Is FitBand Ultra eligible for the current promotion?,inquiry,neutral,low,0.853,live_chat,pt,8,57.2,False,
MSG-1444,Switched to your FitBand Ultra from a competitor and couldn't be happier.,feedback_positive,positive,low,0.944,live_chat,en,12,64.4,True,4
MSG-1445,Your TechCare Plus has been down for 15 hours and I can't access my account.,complaint,negative,medium,0.932,social_media,es,15,55.4,True,2
MSG-1446,GPS accuracy on my VR Headset Plus is off by 60 meters.,technical_issue,negative,high,0.885,email,pt,12,61.8,True,3
MSG-1447,My AirBuds Max stopped working after the latest StreamMax update.,complaint,negative,high,0.926,social_media,ar,10,35.9,True,2
MSG-1448,Fastest delivery ever! Got my Robot Vacuum X in just 55 days.,feedback_positive,positive,low,0.812,live_chat,ar,12,36.4,True,4
MSG-1449,Fastest delivery ever! Got my E-Reader Glow in just 41 days.,feedback_positive,positive,low,0.757,phone,en,11,30.9,True,5
MSG-1450,Transfer my FitTrack AI subscription to a different email address.,request,neutral,medium,0.805,email,es,10,70.7,True,5
MSG-1451,The quality of Smart Thermostat has gone downhill. Very disappointed.,complaint,negative,high,0.833,in_app,en,10,63.8,True,2
MSG-1452,Absolutely love my new Robot Vacuum X! Best purchase I've made in 40 months.,feedback_positive,positive,low,0.889,live_chat,de,14,44.5,True,5
MSG-1453,Your DataVault app makes managing my Smart Thermostat so easy.,feedback_positive,positive,low,0.988,live_chat,de,10,20.5,True,4
MSG-1454,The CloudCam 360 microphone doesn't work during MusicStream calls.,technical_issue,negative,high,0.79,in_app,pt,9,59.9,True,3
MSG-1455,The E-Reader Glow app crashes every time I open CloudSync.,technical_issue,negative,high,0.841,email,en,10,41.3,True,3
MSG-1456,Switched to your Smart Thermostat from a competitor and couldn't be happier.,feedback_positive,positive,low,0.797,social_media,en,12,56.5,True,5
MSG-1457,Transfer my DataVault subscription to a different email address.,request,neutral,high,0.76,phone,en,9,30.7,False,
MSG-1458,Your SmartWatch Pro broke after just 31 days of use. Totally unacceptable.,complaint,negative,medium,0.879,in_app,fr,12,37.4,False,
MSG-1459,Great customer support experience regarding my LaptopAir M3. Issue resolved in 45 minutes.,feedback_positive,positive,low,0.754,live_chat,de,13,51.2,True,5
MSG-1460,The AirBuds Max microphone doesn't work during DataVault calls.,technical_issue,negative,high,0.95,email,pt,9,8.0,True,3
MSG-1461,Absolutely love my new SmartLock V2! Best purchase I've made in 24 months.,feedback_positive,positive,low,0.934,phone,en,13,10.3,True,5
MSG-1462,I've contacted support 12 times about my Portable Monitor issue with no resolution.,complaint,negative,high,0.738,in_app,es,13,3.3,False,
MSG-1463,My DroneFlyer Mini battery drains in 51 hours even in standby mode.,technical_issue,negative,high,0.892,live_chat,de,12,54.9,False,
MSG-1464,What payment methods do you accept for AirBuds Max?,inquiry,neutral,medium,0.979,in_app,en,9,64.1,True,3
MSG-1465,Can you tell me if the DroneFlyer Mini is compatible with SmartHome Hub?,inquiry,neutral,low,0.876,in_app,de,13,3.9,True,5
MSG-1466,I'm getting error code E42150 when trying to use AirBuds Max.,technical_issue,negative,critical,0.743,in_app,ar,11,38.5,True,3
MSG-1467,I'm getting error code E13153 when trying to use LaptopAir M3.,technical_issue,negative,critical,0.789,social_media,fr,11,8.3,True,3
MSG-1468,Do you offer a student discount on HomeHub Speaker?,inquiry,neutral,medium,0.886,live_chat,en,9,23.5,True,3
MSG-1469,Your FitTrack AI app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.775,email,en,11,54.2,True,5
MSG-1470,Transfer my MusicStream subscription to a different email address.,request,neutral,high,0.738,in_app,fr,9,2.2,True,3
MSG-1471,The new DroneFlyer Mini update is fantastic. Love the improvements.,feedback_positive,positive,low,0.743,phone,ar,10,45.8,True,5
MSG-1472,What payment methods do you accept for SmartLock V2?,inquiry,neutral,medium,0.939,email,en,9,69.2,True,4
MSG-1473,I've been waiting 39 days for my Portable Monitor and it still hasn't arrived.,complaint,negative,high,0.947,live_chat,pt,14,20.3,True,3
MSG-1474,The CloudCam 360 app crashes every time I open TechCare Plus.,technical_issue,negative,high,0.885,phone,en,11,68.9,True,2
MSG-1475,Been a loyal customer for 22 years. CloudCam 360 quality never disappoints.,feedback_positive,positive,low,0.895,email,en,12,0.2,True,5
MSG-1476,I've been waiting 36 days for my VR Headset Plus and it still hasn't arrived.,complaint,negative,high,0.865,email,en,15,64.3,False,
MSG-1477,Your SecureNet VPN has been down for 23 hours and I can't access my account.,complaint,negative,high,0.973,phone,es,15,32.1,True,1
MSG-1478,Fastest delivery ever! Got my FitBand Ultra in just 41 days.,feedback_positive,positive,low,0.796,social_media,en,11,65.1,True,5
MSG-1479,The Robot Vacuum X I received is completely different from what was advertised.,complaint,negative,medium,0.772,live_chat,de,13,53.2,True,1
MSG-1480,Can't connect my E-Reader Glow to WiFi after the latest firmware update.,technical_issue,negative,critical,0.949,social_media,en,12,1.8,True,3
MSG-1481,I'd like to cancel my CloudSync subscription effective immediately.,request,neutral,medium,0.854,in_app,ar,9,37.3,True,4
MSG-1482,I've contacted support 29 times about my Portable Monitor issue with no resolution.,complaint,negative,high,0.958,social_media,en,13,58.2,True,3
MSG-1483,The FitBand Ultra I received is completely different from what was advertised.,complaint,negative,medium,0.88,phone,en,12,45.1,True,2
MSG-1484,What's the return policy for LaptopAir M3 purchased 54 days ago?,inquiry,neutral,low,0.887,email,pt,11,55.0,False,
MSG-1485,The AirBuds Max app crashes every time I open CloudSync.,technical_issue,negative,high,0.801,phone,en,10,45.1,True,1
MSG-1486,My SmartWatch Pro stopped working after the latest SmartHome Hub update.,complaint,negative,high,0.723,in_app,pt,11,27.7,False,
MSG-1487,GPS accuracy on my AirBuds Max is off by 30 meters.,technical_issue,negative,high,0.723,email,en,11,51.4,True,3
MSG-1488,How do I track my CloudCam 360 order placed 31 days ago?,inquiry,neutral,low,0.935,live_chat,en,12,4.4,True,5
MSG-1489,GamePass Pro integration with CloudCam 360 stopped working yesterday.,technical_issue,negative,high,0.799,in_app,es,9,69.9,True,1
MSG-1490,How do I track my Robot Vacuum X order placed 28 days ago?,inquiry,neutral,low,0.812,live_chat,en,13,48.1,False,
MSG-1491,GamePass Pro integration with Robot Vacuum X stopped working yesterday.,technical_issue,negative,high,0.843,live_chat,en,10,56.8,True,3
MSG-1492,Can you tell me if the VR Headset Plus is compatible with DataVault?,inquiry,neutral,medium,0.775,social_media,fr,13,13.3,True,4
MSG-1493,Your PowerBank Titan broke after just 8 days of use. Totally unacceptable.,complaint,negative,high,0.732,in_app,es,12,2.2,True,2
MSG-1494,Is the Portable Monitor available in Ocean Blue?,inquiry,neutral,low,0.768,live_chat,en,8,18.9,True,3
MSG-1495,Can I upgrade my TechCare Plus plan to include VR Headset Plus?,inquiry,neutral,low,0.898,social_media,es,12,67.8,False,
MSG-1496,Your HomeHub Speaker broke after just 13 days of use. Totally unacceptable.,complaint,negative,medium,0.984,in_app,fr,12,17.7,True,3
MSG-1497,The Space Gray screen on my Robot Vacuum X keeps flickering randomly.,technical_issue,negative,high,0.95,social_media,en,12,69.7,False,
MSG-1498,What's the return policy for Smart Thermostat purchased 5 days ago?,inquiry,neutral,low,0.855,in_app,es,11,33.5,True,4
MSG-1499,Bluetooth pairing fails between E-Reader Glow and my other devices.,technical_issue,negative,critical,0.779,email,en,10,14.7,True,3
MSG-1500,Do you offer a student discount on TabletX 12?,inquiry,neutral,low,0.923,email,en,9,21.3,True,4
MSG-1501,I'm getting error code E71282 when trying to use LaptopAir M3.,technical_issue,negative,high,0.937,phone,es,11,22.9,False,
MSG-1502,I was charged $92.00 twice for the same LaptopAir M3. Fix this immediately.,complaint,negative,medium,0.868,in_app,de,13,5.7,True,2
MSG-1503,Your AirBuds Max broke after just 35 days of use. Totally unacceptable.,complaint,negative,high,0.802,social_media,en,12,58.7,True,2
MSG-1504,Can't connect my Robot Vacuum X to WiFi after the latest firmware update.,technical_issue,negative,high,0.942,phone,fr,13,54.6,True,3
MSG-1505,Can't connect my Robot Vacuum X to WiFi after the latest firmware update.,technical_issue,negative,high,0.932,in_app,pt,13,54.6,False,
MSG-1506,Your DataVault team was incredibly helpful with my PowerBank Titan setup.,feedback_positive,positive,low,0.728,phone,de,11,10.1,True,5
MSG-1507,Absolutely love my new LaptopAir M3! Best purchase I've made in 15 months.,feedback_positive,positive,low,0.808,in_app,en,13,1.8,True,4
MSG-1508,How long does shipping take for the PowerBank Titan to Riyadh?,inquiry,neutral,medium,0.737,live_chat,fr,11,27.9,False,
MSG-1509,Your PhotoCloud has been down for 6 hours and I can't access my account.,complaint,negative,high,0.943,live_chat,en,14,43.5,True,2
MSG-1510,What's the return policy for Portable Monitor purchased 14 days ago?,inquiry,neutral,low,0.736,email,ar,11,37.4,True,4
MSG-1511,Delete my account and all associated TechCare Plus data.,request,neutral,high,0.955,live_chat,en,9,22.4,False,
MSG-1512,Is DroneFlyer Mini eligible for the current promotion?,inquiry,neutral,low,0.84,email,en,8,59.4,True,4
MSG-1513,Bluetooth pairing fails between LaptopAir M3 and my other devices.,technical_issue,negative,critical,0.909,phone,es,10,51.3,True,3
MSG-1514,Can't connect my TabletX 12 to WiFi after the latest firmware update.,technical_issue,negative,high,0.746,live_chat,pt,12,50.3,True,2
MSG-1515,Do you offer a student discount on Portable Monitor?,inquiry,neutral,medium,0.753,phone,de,9,26.6,True,4
MSG-1516,I need an invoice for my HomeHub Speaker purchase of $60.00.,request,neutral,medium,0.813,phone,fr,11,28.8,True,5
MSG-1517,I've been waiting 21 days for my CloudCam 360 and it still hasn't arrived.,complaint,negative,medium,0.868,email,en,14,17.5,False,
MSG-1518,What's the warranty period for the Robot Vacuum X?,inquiry,neutral,low,0.754,live_chat,en,9,53.4,True,3
MSG-1519,I've contacted support 12 times about my HomeHub Speaker issue with no resolution.,complaint,negative,high,0.908,live_chat,ar,13,60.2,True,3
MSG-1520,Been a loyal customer for 4 years. SmartWatch Pro quality never disappoints.,feedback_positive,positive,low,0.774,social_media,en,12,1.3,True,4
MSG-1521,Your DataVault has been down for 15 hours and I can't access my account.,complaint,negative,high,0.832,live_chat,en,14,7.8,True,2
MSG-1522,The Silver screen on my DroneFlyer Mini keeps flickering randomly.,technical_issue,negative,high,0.816,live_chat,en,10,12.6,False,
MSG-1523,Absolutely love my new TabletX 12! Best purchase I've made in 15 months.,feedback_positive,positive,low,0.738,social_media,en,13,15.8,True,5
MSG-1524,Bluetooth pairing fails between AirBuds Max and my other devices.,technical_issue,negative,high,0.81,phone,en,10,45.8,True,3
MSG-1525,Your GamePass Pro has been down for 29 hours and I can't access my account.,complaint,negative,high,0.879,live_chat,de,15,71.2,True,1
MSG-1526,The CloudCam 360 app crashes every time I open DataVault.,technical_issue,negative,high,0.855,live_chat,es,10,14.6,False,
MSG-1527,Can you tell me if the FitBand Ultra is compatible with GamePass Pro?,inquiry,neutral,medium,0.861,social_media,en,13,70.4,True,3
MSG-1528,What payment methods do you accept for PowerBank Titan?,inquiry,neutral,low,0.807,phone,de,9,31.9,True,3
MSG-1529,Please refund the $143.00 charged for FitBand Ultra order #32764.,request,neutral,medium,0.784,in_app,en,10,5.7,False,
MSG-1530,The E-Reader Glow exceeded my expectations. Great value for $195.00.,feedback_positive,positive,low,0.841,social_media,pt,10,45.8,True,5
MSG-1531,Please refund the $497.00 charged for PowerBank Titan order #65403.,request,neutral,medium,0.925,in_app,fr,10,59.0,False,
MSG-1532,The quality of TabletX 12 has gone downhill. Very disappointed.,complaint,negative,high,0.823,live_chat,en,10,22.1,True,3
MSG-1533,GPS accuracy on my LaptopAir M3 is off by 9 meters.,technical_issue,negative,high,0.723,live_chat,en,11,36.1,True,3
MSG-1534,Delete my account and all associated FitTrack AI data.,request,neutral,high,0.824,email,en,9,40.8,True,5
MSG-1535,Fastest delivery ever! Got my SmartLock V2 in just 45 days.,feedback_positive,positive,low,0.849,live_chat,en,11,66.4,True,5
MSG-1536,I was charged $165.00 twice for the same CloudCam 360. Fix this immediately.,complaint,negative,high,0.723,in_app,en,13,55.5,False,
MSG-1537,Apply the promo code SAVE59 to my Portable Monitor order.,request,neutral,high,0.855,social_media,en,10,38.4,False,
MSG-1538,My E-Reader Glow battery drains in 7 hours even in standby mode.,technical_issue,negative,high,0.971,social_media,en,12,28.7,True,1
MSG-1539,What's the warranty period for the SmartWatch Pro?,inquiry,neutral,medium,0.766,social_media,fr,8,27.0,True,4
MSG-1540,I need to change the shipping address for my SmartLock V2 order.,request,neutral,medium,0.938,email,en,12,13.9,False,
MSG-1541,Apply the promo code SAVE19 to my AirBuds Max order.,request,neutral,high,0.728,email,es,10,17.0,False,
MSG-1542,I've been waiting 43 days for my SmartWatch Pro and it still hasn't arrived.,complaint,negative,high,0.821,in_app,en,14,37.5,True,3
MSG-1543,I want to upgrade my DroneFlyer Mini to the premium version.,request,neutral,medium,0.822,social_media,fr,11,4.2,True,4
MSG-1544,I've been waiting 2 days for my LaptopAir M3 and it still hasn't arrived.,complaint,negative,medium,0.842,live_chat,es,14,49.4,False,
MSG-1545,The VR Headset Plus overheats when running DataVault for more than 41 minutes.,technical_issue,negative,critical,0.982,social_media,en,13,53.0,False,
MSG-1546,Is LaptopAir M3 eligible for the current promotion?,inquiry,neutral,medium,0.799,email,fr,8,14.1,True,3
MSG-1547,What's the warranty period for the Smart Thermostat?,inquiry,neutral,low,0.85,phone,en,8,39.0,True,4
MSG-1548,What's the return policy for AirBuds Max purchased 11 days ago?,inquiry,neutral,medium,0.9,live_chat,en,11,68.5,True,4
MSG-1549,Bluetooth pairing fails between AirBuds Max and my other devices.,technical_issue,negative,critical,0.966,social_media,fr,10,53.5,False,
MSG-1550,The Smart Thermostat overheats when running DataVault for more than 17 minutes.,technical_issue,negative,high,0.92,email,es,12,67.5,True,3
MSG-1551,The Robot Vacuum X exceeded my expectations. Great value for $769.00.,feedback_positive,positive,low,0.771,in_app,de,11,28.0,True,5
MSG-1552,Fastest delivery ever! Got my Smart Thermostat in just 43 days.,feedback_positive,positive,low,0.865,phone,en,11,33.2,True,5
MSG-1553,Switched to your LaptopAir M3 from a competitor and couldn't be happier.,feedback_positive,positive,low,0.806,email,pt,12,36.2,True,4
MSG-1554,Great customer support experience regarding my LaptopAir M3. Issue resolved in 19 minutes.,feedback_positive,positive,low,0.949,live_chat,en,13,67.3,True,5
MSG-1555,I was charged $849.00 twice for the same Robot Vacuum X. Fix this immediately.,complaint,negative,high,0.834,phone,es,14,34.1,True,3
MSG-1556,Please refund the $960.00 charged for SmartLock V2 order #81828.,request,neutral,high,0.807,email,en,10,57.0,True,4
MSG-1557,I need to change the shipping address for my DroneFlyer Mini order.,request,neutral,medium,0.919,live_chat,en,12,0.8,True,4
MSG-1558,Delete my account and all associated StreamMax data.,request,neutral,medium,0.896,email,de,8,42.8,True,5
MSG-1559,Can you tell me if the AirBuds Max is compatible with DataVault?,inquiry,neutral,low,0.93,phone,en,12,62.3,False,
MSG-1560,Been a loyal customer for 8 years. PowerBank Titan quality never disappoints.,feedback_positive,positive,low,0.726,in_app,en,12,41.3,True,5
MSG-1561,Your GamePass Pro team was incredibly helpful with my Smart Thermostat setup.,feedback_positive,positive,low,0.808,live_chat,en,12,51.4,True,5
MSG-1562,I'd like to cancel my MusicStream subscription effective immediately.,request,neutral,medium,0.866,in_app,pt,9,59.0,True,4
MSG-1563,I was charged $583.00 twice for the same Robot Vacuum X. Fix this immediately.,complaint,negative,high,0.875,email,en,14,47.0,True,3
MSG-1564,Absolutely love my new AirBuds Max! Best purchase I've made in 20 months.,feedback_positive,positive,low,0.801,email,en,13,68.1,True,5
MSG-1565,Bluetooth pairing fails between HomeHub Speaker and my other devices.,technical_issue,negative,critical,0.777,in_app,de,10,7.2,True,2
MSG-1566,The HomeHub Speaker I received is completely different from what was advertised.,complaint,negative,high,0.755,social_media,en,12,44.8,True,3
MSG-1567,The Sunset Orange TabletX 12 looks even better in person. Highly recommend.,feedback_positive,positive,low,0.775,live_chat,de,12,45.4,True,5
MSG-1568,What payment methods do you accept for DroneFlyer Mini?,inquiry,neutral,medium,0.98,phone,en,9,17.9,True,3
MSG-1569,The VR Headset Plus app crashes every time I open MusicStream.,technical_issue,negative,high,0.955,social_media,en,11,16.3,True,1
MSG-1570,Can you escalate my TabletX 12 complaint to a manager?,request,neutral,high,0.814,email,de,10,41.2,True,4
MSG-1571,The Portable Monitor app crashes every time I open CloudSync.,technical_issue,negative,high,0.881,in_app,de,10,61.2,False,
MSG-1572,Can't connect my CloudCam 360 to WiFi after the latest firmware update.,technical_issue,negative,high,0.734,in_app,en,12,52.3,True,2
MSG-1573,The E-Reader Glow overheats when running PhotoCloud for more than 29 minutes.,technical_issue,negative,high,0.861,social_media,fr,12,51.8,True,2
MSG-1574,I've contacted support 41 times about my TabletX 12 issue with no resolution.,complaint,negative,high,0.736,live_chat,pt,13,53.6,False,
MSG-1575,The quality of VR Headset Plus has gone downhill. Very disappointed.,complaint,negative,high,0.829,in_app,en,11,44.4,True,3
MSG-1576,MusicStream integration with FitBand Ultra stopped working yesterday.,technical_issue,negative,critical,0.767,in_app,en,8,26.5,True,3
MSG-1577,Absolutely love my new TabletX 12! Best purchase I've made in 11 months.,feedback_positive,positive,low,0.95,live_chat,de,13,61.8,True,5
MSG-1578,Been a loyal customer for 1 years. CloudCam 360 quality never disappoints.,feedback_positive,positive,low,0.943,social_media,de,12,2.6,True,5
MSG-1579,Bluetooth pairing fails between SmartWatch Pro and my other devices.,technical_issue,negative,high,0.814,email,en,10,52.0,False,
MSG-1580,Absolutely love my new AirBuds Max! Best purchase I've made in 13 months.,feedback_positive,positive,low,0.967,phone,en,13,0.6,True,5
MSG-1581,What's the warranty period for the TabletX 12?,inquiry,neutral,medium,0.897,email,ar,8,31.7,True,4
MSG-1582,I'd like to cancel my DataVault subscription effective immediately.,request,neutral,high,0.963,phone,es,9,11.6,True,5
MSG-1583,Your PhotoCloud team was incredibly helpful with my TabletX 12 setup.,feedback_positive,positive,low,0.755,in_app,fr,11,69.0,True,4
MSG-1584,How long does shipping take for the PowerBank Titan to Tokyo?,inquiry,neutral,low,0.984,social_media,fr,11,53.1,False,
MSG-1585,Please send me a replacement CloudCam 360 in Arctic White.,request,neutral,medium,0.787,in_app,en,10,55.2,True,4
MSG-1586,Can you escalate my LaptopAir M3 complaint to a manager?,request,neutral,medium,0.753,live_chat,en,10,29.0,True,4
MSG-1587,Can I upgrade my GamePass Pro plan to include SmartWatch Pro?,inquiry,neutral,medium,0.909,in_app,en,11,70.6,True,4
MSG-1588,I need an invoice for my SmartWatch Pro purchase of $67.00.,request,neutral,high,0.975,social_media,en,11,51.3,True,4
MSG-1589,I was charged $777.00 twice for the same SmartWatch Pro. Fix this immediately.,complaint,negative,medium,0.965,phone,en,13,7.3,True,2
MSG-1590,I want to upgrade my PowerBank Titan to the premium version.,request,neutral,medium,0.817,live_chat,es,11,58.3,True,4
MSG-1591,Switched to your DroneFlyer Mini from a competitor and couldn't be happier.,feedback_positive,positive,low,0.731,in_app,en,12,69.7,True,5
MSG-1592,What's the warranty period for the Portable Monitor?,inquiry,neutral,low,0.864,phone,en,8,11.1,True,4
MSG-1593,Transfer my SmartHome Hub subscription to a different email address.,request,neutral,medium,0.738,email,fr,10,30.2,True,4
MSG-1594,My E-Reader Glow battery drains in 3 hours even in standby mode.,technical_issue,negative,critical,0.854,live_chat,fr,12,38.4,True,2
MSG-1595,Transfer my MusicStream subscription to a different email address.,request,neutral,medium,0.874,email,en,9,42.7,True,5
MSG-1596,The CloudCam 360 microphone doesn't work during SmartHome Hub calls.,technical_issue,negative,high,0.732,live_chat,en,10,17.2,True,2
MSG-1597,The CloudCam 360 exceeded my expectations. Great value for $230.00.,feedback_positive,positive,low,0.982,social_media,pt,10,23.4,True,5
MSG-1598,Can I upgrade my GamePass Pro plan to include Portable Monitor?,inquiry,neutral,low,0.789,social_media,en,11,1.2,True,5
MSG-1599,Great customer support experience regarding my SmartLock V2. Issue resolved in 15 minutes.,feedback_positive,positive,low,0.84,phone,en,13,52.6,True,5
MSG-1600,The Portable Monitor exceeded my expectations. Great value for $200.00.,feedback_positive,positive,low,0.852,live_chat,pt,10,52.5,True,5
MSG-1601,I've contacted support 44 times about my HomeHub Speaker issue with no resolution.,complaint,negative,high,0.786,email,fr,13,65.5,False,
MSG-1602,My HomeHub Speaker stopped working after the latest CloudSync update.,complaint,negative,high,0.756,email,en,10,55.5,True,2
MSG-1603,I'm getting error code E21136 when trying to use Smart Thermostat.,technical_issue,negative,high,0.925,live_chat,ar,11,64.3,True,2
MSG-1604,Been a loyal customer for 35 years. HomeHub Speaker quality never disappoints.,feedback_positive,positive,low,0.943,email,en,12,7.5,True,5
MSG-1605,My Portable Monitor stopped working after the latest SecureNet VPN update.,complaint,negative,high,0.76,phone,fr,11,47.2,True,3
MSG-1606,I ordered a HomeHub Speaker in Rose Gold but received it in the wrong color.,complaint,negative,high,0.752,in_app,es,15,66.5,True,1
MSG-1607,Can't connect my HomeHub Speaker to WiFi after the latest firmware update.,technical_issue,negative,high,0.889,live_chat,en,12,20.7,True,2
MSG-1608,I want to upgrade my Portable Monitor to the premium version.,request,neutral,medium,0.825,social_media,en,11,52.0,False,
MSG-1609,Your DroneFlyer Mini broke after just 10 days of use. Totally unacceptable.,complaint,negative,high,0.806,phone,es,12,30.6,False,
MSG-1610,DataVault integration with HomeHub Speaker stopped working yesterday.,technical_issue,negative,critical,0.865,phone,de,8,16.6,True,3
MSG-1611,Transfer my DataVault subscription to a different email address.,request,neutral,medium,0.848,social_media,de,9,9.7,True,3
MSG-1612,Fastest delivery ever! Got my Robot Vacuum X in just 30 days.,feedback_positive,positive,low,0.735,live_chat,en,12,10.0,True,5
MSG-1613,I'd like to cancel my SecureNet VPN subscription effective immediately.,request,neutral,medium,0.946,email,ar,10,62.7,True,4
MSG-1614,The AirBuds Max exceeded my expectations. Great value for $597.00.,feedback_positive,positive,low,0.922,phone,en,10,50.3,True,5
MSG-1615,Delete my account and all associated FitTrack AI data.,request,neutral,medium,0.958,live_chat,en,9,2.4,True,4
MSG-1616,The quality of Robot Vacuum X has gone downhill. Very disappointed.,complaint,negative,high,0.834,social_media,en,11,11.4,True,3
MSG-1617,I need to change the shipping address for my E-Reader Glow order.,request,neutral,medium,0.947,in_app,pt,12,58.8,False,
MSG-1618,I want to upgrade my VR Headset Plus to the premium version.,request,neutral,high,0.749,live_chat,en,12,5.7,True,3
MSG-1619,Do you offer a student discount on HomeHub Speaker?,inquiry,neutral,medium,0.774,live_chat,de,9,66.9,True,4
MSG-1620,Terrible customer experience. Waited 51 minutes on hold about my DroneFlyer Mini.,complaint,negative,medium,0.722,email,en,12,25.7,True,3
MSG-1621,The Forest Green screen on my PowerBank Titan keeps flickering randomly.,technical_issue,negative,high,0.856,in_app,en,11,55.8,True,3
MSG-1622,I need an invoice for my DroneFlyer Mini purchase of $170.00.,request,neutral,medium,0.959,email,en,11,58.2,True,4
MSG-1623,The E-Reader Glow microphone doesn't work during GamePass Pro calls.,technical_issue,negative,high,0.817,social_media,en,10,61.6,False,
MSG-1624,The quality of FitBand Ultra has gone downhill. Very disappointed.,complaint,negative,high,0.937,phone,en,10,10.4,True,3
MSG-1625,I ordered a AirBuds Max in Forest Green but received it in the wrong color.,complaint,negative,high,0.818,social_media,pt,15,6.5,True,3
MSG-1626,Been a loyal customer for 8 years. CloudCam 360 quality never disappoints.,feedback_positive,positive,low,0.83,social_media,fr,12,44.7,True,5
MSG-1627,I want to upgrade my SmartLock V2 to the premium version.,request,neutral,high,0.888,social_media,en,11,46.4,True,3
MSG-1628,What's the return policy for CloudCam 360 purchased 37 days ago?,inquiry,neutral,medium,0.814,phone,en,11,33.8,False,
MSG-1629,Your HomeHub Speaker broke after just 50 days of use. Totally unacceptable.,complaint,negative,medium,0.812,email,es,12,43.6,True,3
MSG-1630,I've contacted support 10 times about my LaptopAir M3 issue with no resolution.,complaint,negative,high,0.873,live_chat,es,13,71.1,False,
MSG-1631,Your SecureNet VPN has been down for 14 hours and I can't access my account.,complaint,negative,high,0.788,phone,en,15,12.8,True,1
MSG-1632,Your SmartHome Hub app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.944,social_media,en,11,6.7,True,5
MSG-1633,The Forest Green HomeHub Speaker looks even better in person. Highly recommend.,feedback_positive,positive,low,0.816,live_chat,fr,12,49.9,True,5
MSG-1634,My Smart Thermostat stopped working after the latest GamePass Pro update.,complaint,negative,high,0.724,social_media,es,11,64.6,True,3
MSG-1635,Your SecureNet VPN team was incredibly helpful with my Smart Thermostat setup.,feedback_positive,positive,low,0.746,phone,pt,12,15.8,True,5
MSG-1636,Transfer my StreamMax subscription to a different email address.,request,neutral,medium,0.82,in_app,en,9,26.3,True,4
MSG-1637,The E-Reader Glow app crashes every time I open PhotoCloud.,technical_issue,negative,critical,0.983,phone,de,10,24.2,True,3
MSG-1638,I want to upgrade my HomeHub Speaker to the premium version.,request,neutral,high,0.91,phone,en,11,67.5,True,3
MSG-1639,Your VR Headset Plus broke after just 60 days of use. Totally unacceptable.,complaint,negative,high,0.747,in_app,de,13,32.0,True,2
MSG-1640,Can you escalate my FitBand Ultra complaint to a manager?,request,neutral,medium,0.831,social_media,ar,10,59.1,False,
MSG-1641,Your DataVault has been down for 19 hours and I can't access my account.,complaint,negative,medium,0.963,live_chat,en,14,29.9,True,1
MSG-1642,What payment methods do you accept for Robot Vacuum X?,inquiry,neutral,medium,0.983,live_chat,de,10,14.0,False,
MSG-1643,Terrible customer experience. Waited 47 minutes on hold about my TabletX 12.,complaint,negative,high,0.782,live_chat,fr,12,51.2,True,3
MSG-1644,Terrible customer experience. Waited 54 minutes on hold about my Smart Thermostat.,complaint,negative,high,0.727,email,en,12,0.9,True,1
MSG-1645,The Portable Monitor microphone doesn't work during TechCare Plus calls.,technical_issue,negative,critical,0.785,social_media,en,10,64.7,True,2
MSG-1646,The Space Gray screen on my E-Reader Glow keeps flickering randomly.,technical_issue,negative,high,0.954,email,pt,11,8.1,True,1
MSG-1647,Do you offer a student discount on CloudCam 360?,inquiry,neutral,medium,0.935,email,ar,9,29.8,False,
MSG-1648,The VR Headset Plus I received is completely different from what was advertised.,complaint,negative,high,0.964,social_media,en,13,47.5,True,1
MSG-1649,Fastest delivery ever! Got my LaptopAir M3 in just 35 days.,feedback_positive,positive,low,0.772,social_media,en,11,2.2,True,4
MSG-1650,The Smart Thermostat microphone doesn't work during StreamMax calls.,technical_issue,negative,high,0.779,social_media,en,9,52.4,True,2
